session,unit,max_auc_lag
behavior_716325_2024-05-31_10-31-14,87.0,1.2999999999999996
behavior_716325_2024-05-31_10-31-14,377.0,1.6999999999999993
behavior_716325_2024-05-31_10-31-14,379.0,0.75
behavior_751004_2024-12-19_11-50-37,297,1.5999999999999996
behavior_751004_2024-12-20_13-26-11,40,0.75
behavior_751004_2024-12-20_13-26-11,263,0.75
behavior_751004_2024-12-20_13-26-11,268,0.75
behavior_751004_2024-12-21_13-28-28,6,0.75
behavior_751004_2024-12-21_13-28-28,22,0.75
behavior_751004_2024-12-21_13-28-28,33,0.75
behavior_751004_2024-12-21_13-28-28,48,1.4999999999999996
behavior_751004_2024-12-23_14-20-03,21,0.75
behavior_751004_2024-12-23_14-20-03,145,0.75
behavior_751004_2024-12-23_14-20-03,146,1.6999999999999993
behavior_751769_2025-01-16_11-32-05,12,1.6999999999999993
behavior_751769_2025-01-17_11-37-39,22,0.75
behavior_751769_2025-01-17_11-37-39,23,0.75
behavior_751769_2025-01-17_11-37-39,276,1.5999999999999996
behavior_751769_2025-01-17_11-37-39,288,1.5999999999999996
behavior_751769_2025-01-18_10-15-25,13,0.75
behavior_751769_2025-01-18_10-15-25,20,0.75
behavior_751769_2025-01-18_10-15-25,23,1.2999999999999996
behavior_751769_2025-01-18_10-15-25,29,1.8999999999999995
behavior_751769_2025-01-18_10-15-25,49,0.75
behavior_751769_2025-01-18_10-15-25,194,1.8999999999999995
behavior_751769_2025-01-18_10-15-25,264,1.5999999999999996
behavior_758017_2025-02-04_11-57-38,2,0.7999999999999998
behavior_758017_2025-02-04_11-57-38,5,0.7999999999999998
behavior_758017_2025-02-04_11-57-38,14,0.75
behavior_758017_2025-02-04_11-57-38,15,0.8999999999999997
behavior_758017_2025-02-04_11-57-38,19,0.75
behavior_758017_2025-02-04_11-57-38,195,0.75
behavior_758017_2025-02-04_11-57-38,196,0.75
behavior_758017_2025-02-04_11-57-38,199,0.8999999999999997
behavior_758017_2025-02-05_11-42-34,37,0.75
behavior_758017_2025-02-07_14-11-08,15,0.75
behavior_758017_2025-02-07_14-11-08,30,1.2999999999999996
behavior_758017_2025-02-07_14-11-08,44,1.5999999999999996
behavior_751766_2025-02-11_11-53-38,11,1.1999999999999997
behavior_751766_2025-02-11_11-53-38,40,0.8999999999999997
behavior_751766_2025-02-11_11-53-38,46,0.9999999999999996
behavior_751766_2025-02-11_11-53-38,59,0.75
behavior_751766_2025-02-11_11-53-38,285,0.75
behavior_751766_2025-02-13_11-31-21,16,1.1999999999999997
behavior_751766_2025-02-13_11-31-21,24,1.2999999999999996
behavior_751766_2025-02-13_11-31-21,144,1.3999999999999995
behavior_751766_2025-02-14_11-37-11,32,1.6999999999999993
behavior_751766_2025-02-14_11-37-11,35,0.75
behavior_751766_2025-02-14_11-37-11,36,0.8999999999999997
behavior_751766_2025-02-14_11-37-11,37,0.75
behavior_751766_2025-02-14_11-37-11,39,0.75
behavior_751766_2025-02-14_11-37-11,247,0.75
behavior_751766_2025-02-14_11-37-11,249,0.9999999999999996
behavior_751181_2025-02-25_12-12-35,14,0.75
behavior_751181_2025-02-25_12-12-35,29,0.75
behavior_751181_2025-02-26_11-51-19,39,0.75
behavior_751181_2025-02-26_11-51-19,46,0.75
behavior_751181_2025-02-26_11-51-19,61,0.75
behavior_751181_2025-02-26_11-51-19,62,0.75
behavior_751181_2025-02-26_11-51-19,77,0.75
behavior_751181_2025-02-26_11-51-19,273,0.75
behavior_751181_2025-02-27_11-24-47,13,0.9999999999999996
behavior_751181_2025-02-27_11-24-47,28,0.75
behavior_751181_2025-02-27_11-24-47,32,0.75
behavior_751181_2025-02-27_11-24-47,44,0.75
behavior_751181_2025-02-27_11-24-47,46,1.0999999999999996
behavior_751181_2025-02-27_11-24-47,57,1.1999999999999997
behavior_751181_2025-02-27_11-24-47,244,1.1999999999999997
behavior_754897_2025-03-12_12-23-15,101,0.75
behavior_754897_2025-03-13_11-20-42,10,0.75
behavior_754897_2025-03-13_11-20-42,26,1.3999999999999995
behavior_754897_2025-03-13_11-20-42,28,0.75
behavior_754897_2025-03-13_11-20-42,30,0.75
behavior_754897_2025-03-13_11-20-42,47,0.75
behavior_754897_2025-03-13_11-20-42,49,0.75
behavior_754897_2025-03-13_11-20-42,54,1.5999999999999996
behavior_754897_2025-03-13_11-20-42,69,0.75
behavior_754897_2025-03-13_11-20-42,242,0.75
behavior_754897_2025-03-13_11-20-42,283,0.75
behavior_754897_2025-03-14_11-28-53,16,1.2999999999999996
behavior_754897_2025-03-14_11-28-53,17,1.4999999999999996
behavior_754897_2025-03-14_11-28-53,19,0.75
behavior_754897_2025-03-14_11-28-53,21,0.75
behavior_754897_2025-03-14_11-28-53,51,1.4999999999999996
behavior_754897_2025-03-14_11-28-53,113,0.75
behavior_758018_2025-03-19_11-16-44,9,0.75
behavior_758018_2025-03-19_11-16-44,10,0.75
behavior_758018_2025-03-19_11-16-44,11,0.8999999999999997
behavior_758018_2025-03-19_11-16-44,13,0.75
behavior_758018_2025-03-19_11-16-44,18,0.7999999999999998
behavior_758018_2025-03-19_11-16-44,20,0.75
behavior_758018_2025-03-19_11-16-44,25,0.75
behavior_758018_2025-03-19_11-16-44,36,0.8999999999999997
behavior_758018_2025-03-20_11-53-05,19,1.1999999999999997
behavior_758018_2025-03-20_11-53-05,26,0.9999999999999996
behavior_758018_2025-03-20_11-53-05,32,0.9999999999999996
behavior_758018_2025-03-20_11-53-05,45,0.75
behavior_752014_2025-03-25_12-09-20,25,1.5999999999999996
behavior_752014_2025-03-26_11-18-57,46,1.3999999999999995
behavior_752014_2025-03-28_11-04-59,27,0.75
behavior_761038_2025-04-15_10-25-11,13,0.75
behavior_761038_2025-04-15_10-25-11,14,1.2999999999999996
behavior_761038_2025-04-15_10-25-11,27,0.75
behavior_761038_2025-04-15_10-25-11,34,0.75
behavior_761038_2025-04-15_10-25-11,248,0.75
behavior_761038_2025-04-15_10-25-11,274,0.75
behavior_761038_2025-04-16_10-39-10,213,1.4999999999999996
behavior_761038_2025-04-18_12-37-39,12,0.75
behavior_761038_2025-04-18_12-37-39,15,0.75
behavior_761038_2025-04-18_12-37-39,142,0.75
behavior_782394_2025-04-23_10-51-17,4,0.75
behavior_782394_2025-04-23_10-51-17,5,0.75
behavior_782394_2025-04-23_10-51-17,7,0.75
behavior_782394_2025-04-23_10-51-17,11,0.75
behavior_782394_2025-04-23_10-51-17,13,0.75
behavior_782394_2025-04-23_10-51-17,15,0.75
behavior_782394_2025-04-23_10-51-17,17,0.75
behavior_782394_2025-04-23_10-51-17,34,0.75
behavior_782394_2025-04-23_10-51-17,43,0.75
behavior_782394_2025-04-23_10-51-17,44,0.75
behavior_782394_2025-04-23_10-51-17,264,0.9999999999999996
behavior_782394_2025-04-24_12-07-34,41,1.7999999999999994
behavior_782394_2025-04-24_12-07-34,56,1.7999999999999994
behavior_782394_2025-04-24_12-07-34,57,1.7999999999999994
behavior_782394_2025-04-24_12-07-34,59,0.75
behavior_782394_2025-04-24_12-07-34,97,1.7999999999999994
behavior_782394_2025-04-24_12-07-34,98,0.75
behavior_782394_2025-04-24_12-07-34,367,1.6999999999999993
behavior_782394_2025-04-24_12-07-34,373,0.75
behavior_782394_2025-04-24_12-07-34,437,0.75
behavior_763590_2025-05-01_10-59-18,14,0.75
behavior_763590_2025-05-01_10-59-18,51,0.75
behavior_763590_2025-05-02_11-07-09,44,0.75
behavior_763590_2025-05-02_11-07-09,47,0.75
behavior_781166_2025-05-13_14-04-27,37,0.75
behavior_781166_2025-05-13_14-04-27,317,0.8999999999999997
behavior_781166_2025-05-15_14-20-51,59,0.75
behavior_781166_2025-05-16_14-16-34,70,0.75
behavior_781166_2025-05-16_14-16-34,72,0.75
behavior_785956_2025-05-21_13-42-02,66,1.0999999999999996
behavior_785956_2025-05-23_13-45-21,17,0.75
behavior_785956_2025-05-23_13-45-21,23,0.75
behavior_785956_2025-05-23_13-45-21,34,0.9999999999999996
behavior_784806_2025-06-20_13-39-16,72,0.75
behavior_784806_2025-06-20_13-39-16,649,0.75
behavior_791691_2025-06-24_13-21-29,41,0.75
behavior_791691_2025-06-24_13-21-29,50,0.75
behavior_791691_2025-06-24_13-21-29,51,0.75
behavior_791691_2025-06-24_13-21-29,52,0.8999999999999997
behavior_791691_2025-06-25_14-06-10,25,0.75
behavior_791691_2025-06-25_14-06-10,26,0.75
behavior_791691_2025-06-25_14-06-10,59,0.75
behavior_791691_2025-06-25_14-06-10,103,0.75
behavior_791691_2025-06-25_14-06-10,570,0.75
behavior_791691_2025-06-26_13-39-26,34,0.75
behavior_791691_2025-06-26_13-39-26,63,0.75
behavior_791691_2025-06-27_13-54-30,17,0.75
behavior_791691_2025-06-27_13-54-30,23,0.75
behavior_791691_2025-06-27_13-54-30,30,0.75
behavior_791691_2025-06-27_13-54-30,37,0.75
behavior_791691_2025-06-27_13-54-30,43,1.6999999999999993
behavior_791691_2025-06-27_13-54-30,55,1.5999999999999996
behavior_791691_2025-06-27_13-54-30,56,0.7999999999999998
behavior_791691_2025-06-27_13-54-30,267,0.75
behavior_791691_2025-06-27_13-54-30,366,0.8999999999999997
behavior_784803_2025-07-01_13-58-26,17,0.75
behavior_784803_2025-07-01_13-58-26,38,0.75
behavior_784803_2025-07-01_13-58-26,67,1.1999999999999997
behavior_784803_2025-07-01_13-58-26,376,0.75
behavior_784803_2025-07-02_13-41-41,27,0.75
behavior_784803_2025-07-02_13-41-41,32,1.2999999999999996
behavior_ZS059_2021-04-01_14-17-46,TT4_SS_01,1.8999999999999995
behavior_ZS059_2021-04-15_15-29-28,TT4_SS_01,1.8999999999999995
behavior_ZS059_2021-04-21_15-58-55,TT4_SS_01,0.8999999999999997
behavior_ZS059_2021-04-22_15-11-25,TT4_SS_02,0.9999999999999996
behavior_ZS059_2021-04-23_14-57-50,TT3_SS_01,0.75
behavior_ZS060_2021-03-29_16-21-37,TT6_SS_01,1.0999999999999996
behavior_ZS060_2021-04-07_15-21-40,TT7_SS_01,0.75
behavior_ZS060_2021-04-08_16-55-35,TT6_SS_01,0.75
behavior_ZS061_2021-03-20_18-03-26,TT3_SS_01,1.4999999999999996
behavior_ZS061_2021-03-20_18-03-26,TT4_SS_01,1.3999999999999995
behavior_ZS061_2021-03-22_17-35-53,TT3_SS_03,0.75
behavior_ZS061_2021-03-22_17-35-53,TT4_SS_01,0.75
behavior_ZS061_2021-03-23_16-08-12,TT1_SS_02,0.9999999999999996
behavior_ZS061_2021-03-23_16-08-12,TT3_SS_01,0.75
behavior_ZS061_2021-03-23_16-08-12,TT4_SS_01,0.9999999999999996
behavior_ZS061_2021-03-24_17-24-09,TT1_SS_01,0.75
behavior_ZS061_2021-03-24_17-24-09,TT3_SS_01,0.75
behavior_ZS061_2021-03-24_17-24-09,TT3_SS_03,1.1999999999999997
behavior_ZS061_2021-03-24_17-24-09,TT4_SS_02,1.0999999999999996
behavior_ZS061_2021-03-25_17-12-27,TT1_SS_01,0.75
behavior_ZS061_2021-03-25_17-12-27,TT1_SS_02,1.8999999999999995
behavior_ZS061_2021-03-25_17-12-27,TT3_SS_01,0.75
behavior_ZS061_2021-03-25_17-12-27,TT3_SS_02,0.75
behavior_ZS061_2021-03-25_17-12-27,TT3_SS_03,1.8999999999999995
behavior_ZS061_2021-03-25_17-12-27,TT4_SS_04,1.0999999999999996
behavior_ZS061_2021-03-26_17-28-33,TT1_SS_02,0.75
behavior_ZS061_2021-03-26_17-28-33,TT1_SS_03,1.0999999999999996
behavior_ZS061_2021-03-26_17-28-33,TT1_SS_04,0.75
behavior_ZS061_2021-03-26_17-28-33,TT3_SS_01,0.75
behavior_ZS061_2021-03-26_17-28-33,TT4_SS_01,1.2999999999999996
behavior_ZS061_2021-03-27_18-20-45,TT1_SS_01,0.75
behavior_ZS061_2021-03-27_18-20-45,TT3_SS_01,0.75
behavior_ZS061_2021-03-27_18-20-45,TT3_SS_02,1.1999999999999997
behavior_ZS061_2021-03-27_18-20-45,TT5_SS_01,0.75
behavior_ZS061_2021-03-28_16-35-51,TT1_SS_01,0.75
behavior_ZS061_2021-03-28_16-35-51,TT1_SS_03,0.75
behavior_ZS061_2021-03-28_16-35-51,TT3_SS_01,0.75
behavior_ZS061_2021-03-28_16-35-51,TT4_SS_01,0.75
behavior_ZS061_2021-03-28_16-35-51,TT5_SS_01,1.7999999999999994
behavior_ZS061_2021-03-29_17-48-18,TT1_SS_01,0.75
behavior_ZS061_2021-03-29_17-48-18,TT1_SS_03,0.75
behavior_ZS061_2021-03-29_17-48-18,TT3_SS_02,0.7999999999999998
behavior_ZS061_2021-03-29_17-48-18,TT4_SS_01,1.4999999999999996
behavior_ZS061_2021-03-29_17-48-18,TT5_SS_01,1.0999999999999996
behavior_ZS061_2021-03-30_16-57-26,TT1_SS_01,0.75
behavior_ZS061_2021-03-30_16-57-26,TT1_SS_02,1.8999999999999995
behavior_ZS061_2021-03-30_16-57-26,TT3_SS_01,1.6999999999999993
behavior_ZS061_2021-03-30_16-57-26,TT4_SS_01,1.6999999999999993
behavior_ZS061_2021-03-31_17-15-48,TT1_SS_01,0.75
behavior_ZS061_2021-03-31_17-15-48,TT4_SS_01,0.75
behavior_ZS061_2021-03-31_17-15-48,TT5_SS_01,1.8999999999999995
behavior_ZS061_2021-04-01_16-38-03,TT1_SS_01,1.8999999999999995
behavior_ZS061_2021-04-01_16-38-03,TT5_SS_01,1.8999999999999995
behavior_ZS061_2021-04-02_17-53-41,TT1_SS_01,1.2999999999999996
behavior_ZS061_2021-04-04_17-43-18,TT1_SS_03,0.75
behavior_ZS061_2021-04-04_17-43-18,TT5_SS_01,0.7999999999999998
behavior_ZS061_2021-04-04_17-43-18,TT5_SS_02,1.0999999999999996
behavior_ZS061_2021-04-05_18-01-32,TT4_SS_01,1.1999999999999997
behavior_ZS061_2021-04-05_18-01-32,TT5_SS_01,1.0999999999999996
behavior_ZS061_2021-04-06_16-13-38,TT1_SS_01,0.75
behavior_ZS061_2021-04-06_16-13-38,TT5_SS_01,1.1999999999999997
behavior_ZS061_2021-04-06_16-13-38,TT5_SS_02,1.5999999999999996
behavior_ZS061_2021-04-07_16-47-22,TT1_SS_01,0.75
behavior_ZS061_2021-04-08_18-01-30,TT4_SS_01,1.1999999999999997
behavior_ZS061_2021-04-10_18-01-14,TT4_SS_01,0.75
behavior_ZS061_2021-04-12_17-26-54,TT3_SS_01,1.7999999999999994
behavior_ZS061_2021-04-14_16-04-22,TT4_SS_01,1.0999999999999996
behavior_ZS061_2021-04-15_16-45-44,TT4_SS_01,0.9999999999999996
behavior_ZS061_2021-04-16_17-08-59,TT4_SS_02,0.75
behavior_ZS061_2021-04-17_16-50-25,TT4_SS_02,0.75
behavior_ZS061_2021-04-19_18-31-40,TT4_SS_04,0.75
behavior_ZS061_2021-04-20_15-49-57,TT4_SS_01,0.8999999999999997
behavior_ZS061_2021-04-21_17-03-09,TT4_SS_01,0.75
behavior_ZS061_2021-04-23_16-13-13,TT4_SS_01,0.75
behavior_ZS061_2021-04-24_16-48-52,TT4_SS_01,0.75
behavior_ZS061_2021-04-25_17-45-36,TT4_SS_01,0.75
behavior_ZS061_2021-04-26_18-08-01,TT4_SS_01,1.0999999999999996
behavior_ZS061_2021-04-28_16-35-50,TT4_SS_01,0.75
behavior_ZS061_2021-04-29_16-18-51,TT4_SS_01,0.75
behavior_ZS061_2021-04-30_17-06-18,TT4_SS_01,0.7999999999999998
behavior_ZS062_2021-03-27_19-15-29,TT4_SS_01,0.75
behavior_ZS062_2021-03-27_19-15-29,TT8_SS_01,0.75
behavior_ZS062_2021-03-28_17-40-42,TT5_SS_01,0.75
behavior_ZS062_2021-04-02_19-08-52,TT1_SS_02,0.7999999999999998
behavior_ZS062_2021-04-02_19-08-52,TT7_SS_01,0.75
behavior_ZS062_2021-04-03_20-26-34,TT1_SS_02,0.75
behavior_ZS062_2021-04-05_19-25-39,TT1_SS_01,0.75
behavior_ZS062_2021-04-06_18-46-42,TT1_SS_02,0.75
behavior_ZS062_2021-04-07_17-58-07,TT1_SS_02,0.75
behavior_ZS062_2021-04-08_19-07-10,TT1_SS_01,0.75
behavior_ZS062_2021-04-08_19-07-10,TT7_SS_01,1.2999999999999996
behavior_ZS062_2021-04-09_19-27-26,TT1_SS_02,0.75
behavior_ZS062_2021-04-10_19-16-30,TT1_SS_02,0.75
behavior_ZS062_2021-04-11_18-58-53,TT1_SS_02,0.75
behavior_ZS062_2021-04-12_18-46-29,TT1_SS_01,0.75
behavior_ZS062_2021-04-12_18-46-29,TT7_SS_01,1.0999999999999996
behavior_ZS062_2021-04-13_19-35-13,TT7_SS_01,1.2999999999999996
behavior_ZS062_2021-04-14_17-07-51,TT1_SS_01,0.75
behavior_ZS062_2021-04-15_17-52-49,TT1_SS_01,1.0999999999999996
behavior_ZS062_2021-04-16_18-17-09,TT1_SS_01,0.75
behavior_ZS062_2021-04-16_18-17-09,TT7_SS_01,1.1999999999999997
behavior_ZS062_2021-04-17_18-06-40,TT1_SS_01,1.6999999999999993
behavior_ZS062_2021-04-18_19-52-39,TT1_SS_01,0.8999999999999997
behavior_ZS062_2021-04-18_19-52-39,TT7_SS_01,1.2999999999999996
behavior_ZS062_2021-04-19_19-36-48,TT1_SS_01,1.7999999999999994
behavior_ZS062_2021-04-19_19-36-48,TT7_SS_01,1.8999999999999995
behavior_ZS062_2021-04-20_18-23-52,TT1_SS_01,0.7999999999999998
behavior_ZS062_2021-04-20_18-23-52,TT7_SS_01,1.4999999999999996
behavior_ZS062_2021-04-21_18-15-30,TT1_SS_01,0.75
behavior_ZS062_2021-04-22_17-18-06,TT1_SS_01,0.75
behavior_ZS062_2021-04-23_17-27-03,TT1_SS_01,1.4999999999999996
behavior_ZS062_2021-04-24_17-54-39,TT1_SS_01,1.2999999999999996
behavior_ZS062_2021-04-25_18-53-35,TT1_SS_01,1.4999999999999996
behavior_ZS062_2021-04-27_19-23-36,TT6_SS_01,0.75
behavior_ZS062_2021-04-28_17-53-01,TT6_SS_01,0.75
behavior_ZS062_2021-04-29_17-36-37,TT6_SS_01,0.75
behavior_ZS062_2021-04-29_17-36-37,TT6_SS_03,1.0999999999999996
behavior_ZS062_2021-04-30_18-11-39,TT6_SS_01,1.1999999999999997
behavior_ZS062_2021-04-30_18-11-39,TT6_SS_02,0.75
behavior_ZS062_2021-05-01_19-48-01,TT6_SS_01,1.1999999999999997
behavior_ZS062_2021-05-01_19-48-01,TT6_SS_02,0.75
behavior_ZS062_2021-05-01_19-48-01,TT8_SS_01,1.6999999999999993
behavior_ZS062_2021-05-02_19-20-50,TT6_SS_01,0.8999999999999997
behavior_ZS062_2021-05-02_19-20-50,TT6_SS_03,1.3999999999999995
behavior_ZS062_2021-05-03_13-58-20,TT6_SS_03,0.7999999999999998
behavior_ZS062_2021-05-03_13-58-20,TT8_SS_01,0.8999999999999997
behavior_ZS062_2021-05-04_14-29-20,TT6_SS_02,0.7999999999999998
behavior_ZS062_2021-05-04_14-29-20,TT6_SS_03,0.9999999999999996
behavior_ZS062_2021-05-05_16-34-46,TT6_SS_01,0.75
behavior_ZS062_2021-05-05_16-34-46,TT6_SS_02,0.8999999999999997
behavior_ZS062_2021-05-06_15-46-14,TT6_SS_01,0.7999999999999998
behavior_ZS062_2021-05-06_15-46-14,TT6_SS_02,1.0999999999999996
behavior_ZS062_2021-05-07_17-38-21,TT6_SS_01,0.75
behavior_ZS062_2021-05-07_17-38-21,TT6_SS_02,1.2999999999999996
behavior_ZS062_2021-05-08_18-43-47,TT6_SS_02,1.5999999999999996
behavior_ZS062_2021-05-10_19-15-51,TT2_SS_01,0.75
behavior_ZS062_2021-05-10_19-15-51,TT7_SS_01,1.1999999999999997
behavior_ZS062_2021-05-11_20-10-59,TT7_SS_01,1.3999999999999995
